freq (Hz)	real	complex
5.127000E+3	1.509369E+0	0.000000E+0
5.128000E+3	1.490875E+0	0.000000E+0
5.129000E+3	1.491785E+0	0.000000E+0
5.130000E+3	1.525982E+0	0.000000E+0
5.131000E+3	1.589531E+0	0.000000E+0
5.132000E+3	1.661968E+0	0.000000E+0
5.133000E+3	1.718822E+0	0.000000E+0
5.134000E+3	1.744244E+0	0.000000E+0
5.135000E+3	1.737216E+0	0.000000E+0
5.136000E+3	1.710631E+0	0.000000E+0
5.137000E+3	1.683924E+0	0.000000E+0
5.138000E+3	1.671469E+0	0.000000E+0
5.139000E+3	1.673363E+0	0.000000E+0
5.140000E+3	1.676176E+0	0.000000E+0
5.141000E+3	1.663411E+0	0.000000E+0
5.142000E+3	1.627699E+0	0.000000E+0
5.143000E+3	1.577853E+0	0.000000E+0
5.144000E+3	1.537307E+0	0.000000E+0
5.145000E+3	1.531777E+0	0.000000E+0
5.146000E+3	1.570327E+0	0.000000E+0
5.147000E+3	1.636062E+0	0.000000E+0
5.148000E+3	1.696894E+0	0.000000E+0
5.149000E+3	1.724963E+0	0.000000E+0
5.150000E+3	1.710699E+0	0.000000E+0
5.151000E+3	1.668144E+0	0.000000E+0
5.152000E+3	1.630730E+0	0.000000E+0
5.153000E+3	1.634208E+0	0.000000E+0
5.154000E+3	1.691302E+0	0.000000E+0
5.155000E+3	1.780547E+0	0.000000E+0
5.156000E+3	1.861982E+0	0.000000E+0
5.157000E+3	1.900922E+0	0.000000E+0
5.158000E+3	1.881594E+0	0.000000E+0
5.159000E+3	1.809309E+0	0.000000E+0
5.160000E+3	1.704599E+0	0.000000E+0
5.161000E+3	1.591760E+0	0.000000E+0
5.162000E+3	1.486156E+0	0.000000E+0
5.163000E+3	1.388872E+0	0.000000E+0
5.164000E+3	1.295037E+0	0.000000E+0
5.165000E+3	1.210398E+0	0.000000E+0
5.166000E+3	1.161140E+0	0.000000E+0
5.167000E+3	1.180413E+0	0.000000E+0
5.168000E+3	1.273674E+0	0.000000E+0
5.169000E+3	1.405402E+0	0.000000E+0
5.170000E+3	1.525004E+0	0.000000E+0
5.171000E+3	1.594317E+0	0.000000E+0
5.172000E+3	1.598604E+0	0.000000E+0
5.173000E+3	1.547050E+0	0.000000E+0
5.174000E+3	1.466703E+0	0.000000E+0
5.175000E+3	1.389833E+0	0.000000E+0
5.176000E+3	1.337113E+0	0.000000E+0
5.177000E+3	1.307498E+0	0.000000E+0
5.178000E+3	1.285379E+0	0.000000E+0
5.179000E+3	1.257673E+0	0.000000E+0
5.180000E+3	1.224058E+0	0.000000E+0
5.181000E+3	1.193593E+0	0.000000E+0
5.182000E+3	1.172367E+0	0.000000E+0
5.183000E+3	1.153775E+0	0.000000E+0
5.184000E+3	1.121417E+0	0.000000E+0
5.185000E+3	1.061944E+0	0.000000E+0
5.186000E+3	9.773523E-1	0.000000E+0
5.187000E+3	8.898631E-1	0.000000E+0
5.188000E+3	8.342092E-1	0.000000E+0
5.189000E+3	8.324847E-1	0.000000E+0
5.190000E+3	8.714909E-1	0.000000E+0
5.191000E+3	9.165448E-1	0.000000E+0
5.192000E+3	9.414962E-1	0.000000E+0
5.193000E+3	9.418311E-1	0.000000E+0
5.194000E+3	9.310595E-1	0.000000E+0
5.195000E+3	9.270213E-1	0.000000E+0
5.196000E+3	9.351093E-1	0.000000E+0
5.197000E+3	9.419625E-1	0.000000E+0
5.198000E+3	9.253067E-1	0.000000E+0
5.199000E+3	8.682854E-1	0.000000E+0
5.200000E+3	7.673328E-1	0.000000E+0
5.201000E+3	6.326541E-1	0.000000E+0
5.202000E+3	4.841130E-1	0.000000E+0
5.203000E+3	3.453186E-1	0.000000E+0
5.204000E+3	2.399751E-1	0.000000E+0
5.205000E+3	1.959490E-1	0.000000E+0
5.206000E+3	2.329994E-1	0.000000E+0
5.207000E+3	3.288119E-1	0.000000E+0
5.208000E+3	4.512896E-1	0.000000E+0
5.209000E+3	5.745179E-1	0.000000E+0
5.210000E+3	6.750116E-1	0.000000E+0
5.211000E+3	7.341132E-1	0.000000E+0
5.212000E+3	7.420184E-1	0.000000E+0
5.213000E+3	7.002125E-1	0.000000E+0
5.214000E+3	6.214016E-1	0.000000E+0
5.215000E+3	5.267348E-1	0.000000E+0
5.216000E+3	4.399260E-1	0.000000E+0
5.217000E+3	3.777906E-1	0.000000E+0
5.218000E+3	3.418921E-1	0.000000E+0
5.219000E+3	3.234749E-1	0.000000E+0
5.220000E+3	3.181451E-1	0.000000E+0
5.221000E+3	3.287601E-1	0.000000E+0
5.222000E+3	3.535118E-1	0.000000E+0
5.223000E+3	3.790064E-1	0.000000E+0
5.224000E+3	3.875038E-1	0.000000E+0
5.225000E+3	3.663488E-1	0.000000E+0
5.226000E+3	3.124091E-1	0.000000E+0
5.227000E+3	2.329233E-1	0.000000E+0
5.228000E+3	1.462284E-1	0.000000E+0
5.229000E+3	9.234575E-2	0.000000E+0
5.230000E+3	1.129673E-1	0.000000E+0
5.231000E+3	1.517141E-1	0.000000E+0
5.232000E+3	1.709310E-1	0.000000E+0
5.233000E+3	1.693424E-1	0.000000E+0
5.234000E+3	1.593101E-1	0.000000E+0
5.235000E+3	1.552185E-1	0.000000E+0
5.236000E+3	1.589746E-1	0.000000E+0
5.237000E+3	1.589156E-1	0.000000E+0
5.238000E+3	1.448911E-1	0.000000E+0
5.239000E+3	1.204240E-1	0.000000E+0
5.240000E+3	1.119085E-1	0.000000E+0
5.241000E+3	1.462690E-1	0.000000E+0
5.242000E+3	2.033476E-1	0.000000E+0
5.243000E+3	2.551643E-1	0.000000E+0
5.244000E+3	2.864975E-1	0.000000E+0
5.245000E+3	2.917203E-1	0.000000E+0
5.246000E+3	2.735668E-1	0.000000E+0
5.247000E+3	2.431327E-1	0.000000E+0
5.248000E+3	2.194355E-1	0.000000E+0
5.249000E+3	2.219769E-1	0.000000E+0
5.250000E+3	2.530218E-1	0.000000E+0
5.251000E+3	2.974582E-1	0.000000E+0
5.252000E+3	3.401907E-1	0.000000E+0
5.253000E+3	3.728197E-1	0.000000E+0
5.254000E+3	3.935053E-1	0.000000E+0
5.255000E+3	4.071599E-1	0.000000E+0
5.256000E+3	4.253384E-1	0.000000E+0
5.257000E+3	4.618275E-1	0.000000E+0
5.258000E+3	5.231200E-1	0.000000E+0
5.259000E+3	6.029268E-1	0.000000E+0
5.260000E+3	6.869153E-1	0.000000E+0
5.261000E+3	7.607085E-1	0.000000E+0
5.262000E+3	8.150460E-1	0.000000E+0
5.263000E+3	8.477136E-1	0.000000E+0
5.264000E+3	8.627561E-1	0.000000E+0
5.265000E+3	8.671859E-1	0.000000E+0
5.266000E+3	8.662984E-1	0.000000E+0
5.267000E+3	8.602416E-1	0.000000E+0
5.268000E+3	8.442883E-1	0.000000E+0
5.269000E+3	8.123651E-1	0.000000E+0
5.270000E+3	7.609112E-1	0.000000E+0
5.271000E+3	6.906204E-1	0.000000E+0
5.272000E+3	6.056239E-1	0.000000E+0
5.273000E+3	5.112743E-1	0.000000E+0
5.274000E+3	4.125575E-1	0.000000E+0
5.275000E+3	3.154150E-1	0.000000E+0
5.276000E+3	2.333916E-1	0.000000E+0
5.277000E+3	1.979678E-1	0.000000E+0
5.278000E+3	2.315238E-1	0.000000E+0
5.279000E+3	3.020817E-1	0.000000E+0
5.280000E+3	3.761303E-1	0.000000E+0
5.281000E+3	4.429279E-1	0.000000E+0
5.282000E+3	5.061656E-1	0.000000E+0
5.283000E+3	5.751015E-1	0.000000E+0
5.284000E+3	6.546598E-1	0.000000E+0
5.285000E+3	7.394531E-1	0.000000E+0
5.286000E+3	8.163466E-1	0.000000E+0
5.287000E+3	8.719268E-1	0.000000E+0
5.288000E+3	8.991218E-1	0.000000E+0
5.289000E+3	9.002955E-1	0.000000E+0
5.290000E+3	8.858571E-1	0.000000E+0
5.291000E+3	8.681556E-1	0.000000E+0
5.292000E+3	8.530949E-1	0.000000E+0
5.293000E+3	8.357622E-1	0.000000E+0
5.294000E+3	8.044977E-1	0.000000E+0
5.295000E+3	7.498024E-1	0.000000E+0
5.296000E+3	6.714501E-1	0.000000E+0
5.297000E+3	5.809621E-1	0.000000E+0
5.298000E+3	4.991657E-1	0.000000E+0
5.299000E+3	4.470327E-1	0.000000E+0
5.300000E+3	4.304415E-1	0.000000E+0
5.301000E+3	4.358441E-1	0.000000E+0
5.302000E+3	4.463125E-1	0.000000E+0
5.303000E+3	4.545624E-1	0.000000E+0
5.304000E+3	4.618441E-1	0.000000E+0
5.305000E+3	4.719285E-1	0.000000E+0
5.306000E+3	4.886058E-1	0.000000E+0
5.307000E+3	5.176578E-1	0.000000E+0
5.308000E+3	5.667886E-1	0.000000E+0
5.309000E+3	6.385653E-1	0.000000E+0
5.310000E+3	7.231426E-1	0.000000E+0
5.311000E+3	8.002300E-1	0.000000E+0
5.312000E+3	8.482857E-1	0.000000E+0
5.313000E+3	8.546765E-1	0.000000E+0
5.314000E+3	8.245078E-1	0.000000E+0
5.315000E+3	7.864784E-1	0.000000E+0
5.316000E+3	7.863156E-1	0.000000E+0
5.317000E+3	8.531983E-1	0.000000E+0
5.318000E+3	9.688779E-1	0.000000E+0
5.319000E+3	1.088057E+0	0.000000E+0
5.320000E+3	1.173317E+0	0.000000E+0
5.321000E+3	1.209423E+0	0.000000E+0
5.322000E+3	1.204367E+0	0.000000E+0
5.323000E+3	1.183010E+0	0.000000E+0
5.324000E+3	1.172516E+0	0.000000E+0
5.325000E+3	1.184049E+0	0.000000E+0
5.326000E+3	1.206276E+0	0.000000E+0
5.327000E+3	1.218373E+0	0.000000E+0
5.328000E+3	1.208627E+0	0.000000E+0
5.329000E+3	1.183777E+0	0.000000E+0
5.330000E+3	1.165017E+0	0.000000E+0
5.331000E+3	1.172186E+0	0.000000E+0
5.332000E+3	1.206726E+0	0.000000E+0
5.333000E+3	1.250843E+0	0.000000E+0
5.334000E+3	1.283422E+0	0.000000E+0
5.335000E+3	1.295432E+0	0.000000E+0
5.336000E+3	1.294147E+0	0.000000E+0
5.337000E+3	1.295767E+0	0.000000E+0
5.338000E+3	1.311197E+0	0.000000E+0
5.339000E+3	1.335778E+0	0.000000E+0
5.340000E+3	1.352634E+0	0.000000E+0
5.341000E+3	1.345803E+0	0.000000E+0
5.342000E+3	1.311795E+0	0.000000E+0
5.343000E+3	1.263275E+0	0.000000E+0
5.344000E+3	1.223670E+0	0.000000E+0
5.345000E+3	1.214136E+0	0.000000E+0
5.346000E+3	1.240905E+0	0.000000E+0
5.347000E+3	1.295210E+0	0.000000E+0
5.348000E+3	1.365074E+0	0.000000E+0
5.349000E+3	1.444858E+0	0.000000E+0
5.350000E+3	1.534661E+0	0.000000E+0
5.351000E+3	1.633338E+0	0.000000E+0
5.352000E+3	1.733130E+0	0.000000E+0
5.353000E+3	1.820631E+0	0.000000E+0
5.354000E+3	1.882439E+0	0.000000E+0
5.355000E+3	1.910869E+0	0.000000E+0
5.356000E+3	1.906729E+0	0.000000E+0
5.357000E+3	1.878840E+0	0.000000E+0
5.358000E+3	1.841696E+0	0.000000E+0
5.359000E+3	1.812817E+0	0.000000E+0
5.360000E+3	1.810082E+0	0.000000E+0
5.361000E+3	1.847641E+0	0.000000E+0
5.362000E+3	1.929881E+0	0.000000E+0
5.363000E+3	2.047007E+0	0.000000E+0
5.364000E+3	2.177075E+0	0.000000E+0
5.365000E+3	2.294454E+0	0.000000E+0
5.366000E+3	2.380298E+0	0.000000E+0
5.367000E+3	2.430842E+0	0.000000E+0
5.368000E+3	2.460586E+0	0.000000E+0
5.369000E+3	2.497489E+0	0.000000E+0
5.370000E+3	2.569043E+0	0.000000E+0
5.371000E+3	2.685309E+0	0.000000E+0
5.372000E+3	2.831924E+0	0.000000E+0
5.373000E+3	2.978871E+0	0.000000E+0
5.374000E+3	3.096294E+0	0.000000E+0
5.375000E+3	3.166450E+0	0.000000E+0
5.376000E+3	3.188180E+0	0.000000E+0
5.377000E+3	3.175108E+0	0.000000E+0
5.378000E+3	3.149615E+0	0.000000E+0
5.379000E+3	3.134522E+0	0.000000E+0
5.380000E+3	3.144772E+0	0.000000E+0
5.381000E+3	3.181943E+0	0.000000E+0
5.382000E+3	3.234023E+0	0.000000E+0
5.383000E+3	3.280744E+0	0.000000E+0
5.384000E+3	3.302740E+0	0.000000E+0
5.385000E+3	3.291994E+0	0.000000E+0
5.386000E+3	3.260638E+0	0.000000E+0
5.387000E+3	3.243386E+0	0.000000E+0
5.388000E+3	3.286761E+0	0.000000E+0
5.389000E+3	3.423595E+0	0.000000E+0
5.390000E+3	3.649267E+0	0.000000E+0
5.391000E+3	3.923211E+0	0.000000E+0
5.392000E+3	4.193731E+0	0.000000E+0
5.393000E+3	4.423722E+0	0.000000E+0
5.394000E+3	4.603240E+0	0.000000E+0
5.395000E+3	4.746889E+0	0.000000E+0
5.396000E+3	4.878825E+0	0.000000E+0
5.397000E+3	5.013081E+0	0.000000E+0
5.398000E+3	5.141761E+0	0.000000E+0
5.399000E+3	5.239810E+0	0.000000E+0
5.400000E+3	5.282555E+0	0.000000E+0
5.401000E+3	5.263656E+0	0.000000E+0
5.402000E+3	5.202548E+0	0.000000E+0
5.403000E+3	5.136490E+0	0.000000E+0
5.404000E+3	5.099708E+0	0.000000E+0
5.405000E+3	5.101772E+0	0.000000E+0
5.406000E+3	5.121781E+0	0.000000E+0
5.407000E+3	5.123375E+0	0.000000E+0
5.408000E+3	5.077912E+0	0.000000E+0
5.409000E+3	4.979801E+0	0.000000E+0
5.410000E+3	4.847275E+0	0.000000E+0
5.411000E+3	4.710915E+0	0.000000E+0
5.412000E+3	4.597803E+0	0.000000E+0
5.413000E+3	4.521419E+0	0.000000E+0
5.414000E+3	4.482996E+0	0.000000E+0
5.415000E+3	4.479669E+0	0.000000E+0
5.416000E+3	4.508832E+0	0.000000E+0
5.417000E+3	4.563955E+0	0.000000E+0
5.418000E+3	4.627902E+0	0.000000E+0
5.419000E+3	4.673578E+0	0.000000E+0
5.420000E+3	4.674669E+0	0.000000E+0
5.421000E+3	4.619936E+0	0.000000E+0
5.422000E+3	4.521609E+0	0.000000E+0
5.423000E+3	4.411359E+0	0.000000E+0
5.424000E+3	4.323250E+0	0.000000E+0
5.425000E+3	4.272315E+0	0.000000E+0
5.426000E+3	4.244826E+0	0.000000E+0
5.427000E+3	4.209160E+0	0.000000E+0
5.428000E+3	4.137771E+0	0.000000E+0
5.429000E+3	4.023477E+0	0.000000E+0
5.430000E+3	3.881484E+0	0.000000E+0
5.431000E+3	3.738844E+0	0.000000E+0
5.432000E+3	3.619509E+0	0.000000E+0
5.433000E+3	3.535751E+0	0.000000E+0
5.434000E+3	3.491506E+0	0.000000E+0
5.435000E+3	3.491251E+0	0.000000E+0
5.436000E+3	3.541848E+0	0.000000E+0
5.437000E+3	3.643178E+0	0.000000E+0
5.438000E+3	3.777717E+0	0.000000E+0
5.439000E+3	3.912100E+0	0.000000E+0
5.440000E+3	4.011085E+0	0.000000E+0
5.441000E+3	4.053081E+0	0.000000E+0
5.442000E+3	4.037461E+0	0.000000E+0
5.443000E+3	3.980513E+0	0.000000E+0
5.444000E+3	3.902993E+0	0.000000E+0
5.445000E+3	3.817304E+0	0.000000E+0
5.446000E+3	3.723578E+0	0.000000E+0
5.447000E+3	3.617411E+0	0.000000E+0
5.448000E+3	3.501828E+0	0.000000E+0
5.449000E+3	3.392153E+0	0.000000E+0
5.450000E+3	3.308024E+0	0.000000E+0
5.451000E+3	3.257807E+0	0.000000E+0
5.452000E+3	3.229789E+0	0.000000E+0
5.453000E+3	3.200047E+0	0.000000E+0
5.454000E+3	3.150333E+0	0.000000E+0
5.455000E+3	3.080765E+0	0.000000E+0
5.456000E+3	3.008317E+0	0.000000E+0
5.457000E+3	2.952954E+0	0.000000E+0
5.458000E+3	2.922890E+0	0.000000E+0
5.459000E+3	2.912964E+0	0.000000E+0
5.460000E+3	2.918004E+0	0.000000E+0
5.461000E+3	2.946573E+0	0.000000E+0
5.462000E+3	3.018506E+0	0.000000E+0
5.463000E+3	3.144546E+0	0.000000E+0
5.464000E+3	3.306890E+0	0.000000E+0
5.465000E+3	3.461937E+0	0.000000E+0
5.466000E+3	3.562912E+0	0.000000E+0
5.467000E+3	3.583604E+0	0.000000E+0
5.468000E+3	3.530201E+0	0.000000E+0
5.469000E+3	3.437227E+0	0.000000E+0
5.470000E+3	3.348247E+0	0.000000E+0
5.471000E+3	3.289754E+0	0.000000E+0
5.472000E+3	3.257322E+0	0.000000E+0
5.473000E+3	3.227854E+0	0.000000E+0
5.474000E+3	3.186904E+0	0.000000E+0
5.475000E+3	3.146883E+0	0.000000E+0
5.476000E+3	3.141126E+0	0.000000E+0
5.477000E+3	3.195776E+0	0.000000E+0
5.478000E+3	3.302055E+0	0.000000E+0
5.479000E+3	3.416790E+0	0.000000E+0
5.480000E+3	3.489651E+0	0.000000E+0
5.481000E+3	3.491625E+0	0.000000E+0
5.482000E+3	3.428595E+0	0.000000E+0
5.483000E+3	3.338019E+0	0.000000E+0
5.484000E+3	3.270466E+0	0.000000E+0
5.485000E+3	3.261959E+0	0.000000E+0
5.486000E+3	3.313718E+0	0.000000E+0
5.487000E+3	3.395831E+0	0.000000E+0
5.488000E+3	3.468897E+0	0.000000E+0
5.489000E+3	3.503253E+0	0.000000E+0
5.490000E+3	3.486292E+0	0.000000E+0
5.491000E+3	3.421348E+0	0.000000E+0
5.492000E+3	3.323903E+0	0.000000E+0
5.493000E+3	3.217480E+0	0.000000E+0
5.494000E+3	3.127876E+0	0.000000E+0
5.495000E+3	3.073819E+0	0.000000E+0
5.496000E+3	3.056680E+0	0.000000E+0
5.497000E+3	3.057257E+0	0.000000E+0
5.498000E+3	3.044566E+0	0.000000E+0
5.499000E+3	2.991816E+0	0.000000E+0
5.500000E+3	2.890571E+0	0.000000E+0
5.501000E+3	2.757430E+0	0.000000E+0
5.502000E+3	2.630471E+0	0.000000E+0
5.503000E+3	2.553410E+0	0.000000E+0
5.504000E+3	2.551142E+0	0.000000E+0
5.505000E+3	2.613839E+0	0.000000E+0
5.506000E+3	2.705474E+0	0.000000E+0
5.507000E+3	2.786699E+0	0.000000E+0
5.508000E+3	2.831795E+0	0.000000E+0
5.509000E+3	2.834054E+0	0.000000E+0
5.510000E+3	2.804047E+0	0.000000E+0
5.511000E+3	2.764478E+0	0.000000E+0
5.512000E+3	2.742074E+0	0.000000E+0
5.513000E+3	2.756528E+0	0.000000E+0
5.514000E+3	2.810413E+0	0.000000E+0
5.515000E+3	2.887380E+0	0.000000E+0
5.516000E+3	2.961234E+0	0.000000E+0
5.517000E+3	3.009844E+0	0.000000E+0
5.518000E+3	3.025694E+0	0.000000E+0
5.519000E+3	3.018260E+0	0.000000E+0
5.520000E+3	3.007084E+0	0.000000E+0
5.521000E+3	3.008583E+0	0.000000E+0
5.522000E+3	3.025217E+0	0.000000E+0
5.523000E+3	3.046237E+0	0.000000E+0
5.524000E+3	3.060027E+0	0.000000E+0
5.525000E+3	3.067750E+0	0.000000E+0
5.526000E+3	3.086870E+0	0.000000E+0
5.527000E+3	3.139814E+0	0.000000E+0
5.528000E+3	3.234177E+0	0.000000E+0
5.529000E+3	3.351006E+0	0.000000E+0
5.530000E+3	3.452244E+0	0.000000E+0
5.531000E+3	3.500204E+0	0.000000E+0
5.532000E+3	3.474785E+0	0.000000E+0
5.533000E+3	3.381062E+0	0.000000E+0
5.534000E+3	3.246672E+0	0.000000E+0
5.535000E+3	3.110835E+0	0.000000E+0
5.536000E+3	3.008646E+0	0.000000E+0
5.537000E+3	2.957754E+0	0.000000E+0
5.538000E+3	2.955341E+0	0.000000E+0
5.539000E+3	2.985634E+0	0.000000E+0
5.540000E+3	3.029295E+0	0.000000E+0
5.541000E+3	3.067893E+0	0.000000E+0
5.542000E+3	3.084816E+0	0.000000E+0
5.543000E+3	3.067224E+0	0.000000E+0
5.544000E+3	3.010764E+0	0.000000E+0
5.545000E+3	2.924619E+0	0.000000E+0
5.546000E+3	2.832463E+0	0.000000E+0
5.547000E+3	2.765585E+0	0.000000E+0
5.548000E+3	2.748621E+0	0.000000E+0
5.549000E+3	2.786375E+0	0.000000E+0
5.550000E+3	2.863290E+0	0.000000E+0
5.551000E+3	2.955861E+0	0.000000E+0
5.552000E+3	3.046053E+0	0.000000E+0
5.553000E+3	3.126351E+0	0.000000E+0
5.554000E+3	3.196411E+0	0.000000E+0
5.555000E+3	3.256586E+0	0.000000E+0
5.556000E+3	3.303978E+0	0.000000E+0
5.557000E+3	3.333656E+0	0.000000E+0
5.558000E+3	3.343538E+0	0.000000E+0
5.559000E+3	3.338971E+0	0.000000E+0
5.560000E+3	3.333473E+0	0.000000E+0
5.561000E+3	3.344230E+0	0.000000E+0
5.562000E+3	3.383911E+0	0.000000E+0
5.563000E+3	3.453384E+0	0.000000E+0
5.564000E+3	3.540286E+0	0.000000E+0
5.565000E+3	3.624592E+0	0.000000E+0
5.566000E+3	3.687759E+0	0.000000E+0
5.567000E+3	3.720919E+0	0.000000E+0
5.568000E+3	3.729132E+0	0.000000E+0
5.569000E+3	3.729992E+0	0.000000E+0
5.570000E+3	3.746069E+0	0.000000E+0
5.571000E+3	3.793340E+0	0.000000E+0
5.572000E+3	3.871853E+0	0.000000E+0
5.573000E+3	3.965161E+0	0.000000E+0
5.574000E+3	4.048810E+0	0.000000E+0
5.575000E+3	4.101559E+0	0.000000E+0
5.576000E+3	4.112933E+0	0.000000E+0
5.577000E+3	4.084840E+0	0.000000E+0
5.578000E+3	4.028595E+0	0.000000E+0
5.579000E+3	3.960165E+0	0.000000E+0
5.580000E+3	3.896126E+0	0.000000E+0
5.581000E+3	3.850911E+0	0.000000E+0
5.582000E+3	3.833963E+0	0.000000E+0
5.583000E+3	3.845745E+0	0.000000E+0
5.584000E+3	3.874518E+0	0.000000E+0
5.585000E+3	3.897913E+0	0.000000E+0
5.586000E+3	3.891063E+0	0.000000E+0
5.587000E+3	3.838362E+0	0.000000E+0
5.588000E+3	3.743373E+0	0.000000E+0
5.589000E+3	3.631528E+0	0.000000E+0
5.590000E+3	3.541735E+0	0.000000E+0
5.591000E+3	3.507434E+0	0.000000E+0
5.592000E+3	3.537537E+0	0.000000E+0
5.593000E+3	3.613423E+0	0.000000E+0
5.594000E+3	3.704868E+0	0.000000E+0
5.595000E+3	3.789351E+0	0.000000E+0
5.596000E+3	3.859955E+0	0.000000E+0
5.597000E+3	3.919938E+0	0.000000E+0
5.598000E+3	3.971493E+0	0.000000E+0
5.599000E+3	4.008801E+0	0.000000E+0
5.600000E+3	4.020984E+0	0.000000E+0
5.601000E+3	4.001852E+0	0.000000E+0
5.602000E+3	3.957870E+0	0.000000E+0
5.603000E+3	3.907177E+0	0.000000E+0
5.604000E+3	3.868746E+0	0.000000E+0
5.605000E+3	3.848837E+0	0.000000E+0
5.606000E+3	3.836144E+0	0.000000E+0
5.607000E+3	3.810761E+0	0.000000E+0
5.608000E+3	3.759956E+0	0.000000E+0
5.609000E+3	3.688918E+0	0.000000E+0
5.610000E+3	3.619203E+0	0.000000E+0
5.611000E+3	3.575232E+0	0.000000E+0
5.612000E+3	3.567420E+0	0.000000E+0
5.613000E+3	3.585022E+0	0.000000E+0
5.614000E+3	3.604387E+0	0.000000E+0
5.615000E+3	3.604225E+0	0.000000E+0
5.616000E+3	3.575552E+0	0.000000E+0
5.617000E+3	3.521505E+0	0.000000E+0
5.618000E+3	3.450329E+0	0.000000E+0
5.619000E+3	3.368332E+0	0.000000E+0
5.620000E+3	3.278199E+0	0.000000E+0
5.621000E+3	3.182724E+0	0.000000E+0
5.622000E+3	3.088966E+0	0.000000E+0
5.623000E+3	3.007495E+0	0.000000E+0
5.624000E+3	2.946330E+0	0.000000E+0
5.625000E+3	2.905206E+0	0.000000E+0
5.626000E+3	2.876719E+0	0.000000E+0
5.627000E+3	2.854366E+0	0.000000E+0
5.628000E+3	2.840105E+0	0.000000E+0
5.629000E+3	2.843814E+0	0.000000E+0
5.630000E+3	2.873779E+0	0.000000E+0
5.631000E+3	2.926074E+0	0.000000E+0
5.632000E+3	2.983239E+0	0.000000E+0
5.633000E+3	3.024306E+0	0.000000E+0
5.634000E+3	3.038028E+0	0.000000E+0
5.635000E+3	3.029999E+0	0.000000E+0
5.636000E+3	3.019380E+0	0.000000E+0
5.637000E+3	3.026743E+0	0.000000E+0
5.638000E+3	3.060635E+0	0.000000E+0
5.639000E+3	3.113042E+0	0.000000E+0
5.640000E+3	3.167113E+0	0.000000E+0
5.641000E+3	3.209804E+0	0.000000E+0
5.642000E+3	3.239889E+0	0.000000E+0
5.643000E+3	3.267428E+0	0.000000E+0
5.644000E+3	3.306599E+0	0.000000E+0
5.645000E+3	3.366958E+0	0.000000E+0
5.646000E+3	3.448383E+0	0.000000E+0
5.647000E+3	3.541797E+0	0.000000E+0
5.648000E+3	3.633499E+0	0.000000E+0
5.649000E+3	3.709694E+0	0.000000E+0
5.650000E+3	3.759567E+0	0.000000E+0
5.651000E+3	3.777078E+0	0.000000E+0
5.652000E+3	3.761682E+0	0.000000E+0
5.653000E+3	3.717497E+0	0.000000E+0
5.654000E+3	3.650442E+0	0.000000E+0
5.655000E+3	3.564275E+0	0.000000E+0
5.656000E+3	3.458165E+0	0.000000E+0
5.657000E+3	3.328470E+0	0.000000E+0
5.658000E+3	3.174852E+0	0.000000E+0
5.659000E+3	3.007391E+0	0.000000E+0
5.660000E+3	2.849294E+0	0.000000E+0
5.661000E+3	2.730266E+0	0.000000E+0
5.662000E+3	2.670465E+0	0.000000E+0
5.663000E+3	2.665430E+0	0.000000E+0
5.664000E+3	2.686826E+0	0.000000E+0
5.665000E+3	2.699027E+0	0.000000E+0
5.666000E+3	2.676285E+0	0.000000E+0
5.667000E+3	2.609585E+0	0.000000E+0
5.668000E+3	2.503290E+0	0.000000E+0
5.669000E+3	2.366918E+0	0.000000E+0
5.670000E+3	2.208471E+0	0.000000E+0
5.671000E+3	2.034226E+0	0.000000E+0
5.672000E+3	1.855141E+0	0.000000E+0
5.673000E+3	1.694018E+0	0.000000E+0
5.674000E+3	1.583288E+0	0.000000E+0
5.675000E+3	1.545589E+0	0.000000E+0
5.676000E+3	1.569799E+0	0.000000E+0
5.677000E+3	1.613514E+0	0.000000E+0
5.678000E+3	1.630752E+0	0.000000E+0
5.679000E+3	1.594706E+0	0.000000E+0
5.680000E+3	1.504810E+0	0.000000E+0
5.681000E+3	1.383333E+0	0.000000E+0
5.682000E+3	1.264957E+0	0.000000E+0
5.683000E+3	1.180149E+0	0.000000E+0
5.684000E+3	1.138626E+0	0.000000E+0
5.685000E+3	1.127660E+0	0.000000E+0
5.686000E+3	1.127518E+0	0.000000E+0
5.687000E+3	1.125585E+0	0.000000E+0
5.688000E+3	1.117821E+0	0.000000E+0
5.689000E+3	1.102890E+0	0.000000E+0
5.690000E+3	1.077817E+0	0.000000E+0
5.691000E+3	1.039026E+0	0.000000E+0
5.692000E+3	9.862976E-1	0.000000E+0
5.693000E+3	9.247899E-1	0.000000E+0
5.694000E+3	8.624022E-1	0.000000E+0
5.695000E+3	8.040142E-1	0.000000E+0
5.696000E+3	7.477710E-1	0.000000E+0
5.697000E+3	6.876521E-1	0.000000E+0
5.698000E+3	6.202349E-1	0.000000E+0
5.699000E+3	5.496127E-1	0.000000E+0
5.700000E+3	4.868309E-1	0.000000E+0
5.701000E+3	4.444661E-1	0.000000E+0
5.702000E+3	4.311377E-1	0.000000E+0
5.703000E+3	4.519258E-1	0.000000E+0
5.704000E+3	5.107819E-1	0.000000E+0
5.705000E+3	6.060583E-1	0.000000E+0
5.706000E+3	7.258351E-1	0.000000E+0
5.707000E+3	8.518948E-1	0.000000E+0
5.708000E+3	9.677806E-1	0.000000E+0
